# Source sector: 131 factions defined, 80 hold
# at least one market, 70 dominate at least one system and so colour the map.
# The first two say how heavily modded the save was and how much of that content
# reached the economy; only the third is in the rows below. They are in the file
# name too, so one fixture is told from another without opening it.
#
# Real sector geometry: every star system's hyperspace site, the bloc holding it,
# and that bloc's dominance weight in it. Regenerate with
# scripts/extract-sector-fixture-from-save.py; the save parser is deliberately not part of
# the build, so this file is the fixture's only source and no test opens a save.
#
# The score is the winning faction's summed market size - the dominant term of the
# real DominanceRules weight, not the whole of it. It is here so a test has a
# realistic SPREAD of blocs and strengths to run over, not so a test can assert
# what dominance resolves to; assert that against SystemDominance, never here.
#
# An empty groupKey is an unowned system - uninhabited or decivilised-only - which
# is the frontier case, and 231 of these 366 are one.
#
# The id is the system's name, which the sector does NOT keep unique - a repeat
# carries a #N suffix. The real map keys cells by a unique system id; names are
# used here only so a failure reads as "Askonia" rather than as an opaque handle.
#
# id,x,y,groupKey,score
Alphard,-29697.0,13959.0,tll,24
Alyro,-14500.0,-1400.0,apocrita_association,4
An,68447.0,-26821.0,,0
Anar,-9000.0,3400.0,shadow_industry,16
Anargaia,-14182.8,3158.8,,0
Aoi,-32355.0,-43190.0,uaf,15
Apotheosis,1300.0,-25500.0,,0
Arcadia,-2500.0,-11900.0,KoC,6
Archangel,-15971.8,32747.0,enigma,5
Archimedes,12000.0,7000.0,fringe_defence_syndicate,7
Aresh,34327.0,-25774.0,,0
Askonia,-4400.0,-4500.0,sindrian_diktat,19
Atalie Pax,0.0,19000.0,ocua,16
Atka,-22900.0,-4000.0,roider,5
Attu,8500.0,-10100.0,hegemony,4
Avery,22000.0,-25000.0,vri,3
Axis Mundi,-43734.0,-3555.0,,0
Azea,11025.0,20958.0,al_ars,4
Aztlan,5900.0,-7300.0,hegemony,13
Beetrix,-22291.0,39432.0,,0
Berzites,-53413.0,-15980.0,,0
Beta Brigador,43360.0,27401.0,,0
Beta Cannomys,61209.0,43586.0,,0
Beta Centauri,-58220.8,-38908.7,,0
Beta Conflux,-32276.0,1985.0,,0
Beta Darwin,46412.0,41653.0,,0
Beta Dryomys,-35477.0,-8979.0,,0
Beta Echinops,50549.0,-25723.0,,0
Beta Erythrocebus,21269.0,14353.0,concordat,3
Beta Giraud,2049.0,-35601.2,,0
Beta Gobi,42672.0,-27631.0,,0
Beta Lavoisier,-61618.0,-23266.0,,0
Beta Mayailurus,-72747.0,-7822.0,knights_of_selkie,3
Beta Mazu,-54520.0,32316.0,,0
Beta Meropia,70631.0,25142.0,,0
Beta Mesha,55499.0,-44624.0,,0
Beta Newton,-29402.0,-22048.0,,0
Beta Ondatra,35505.0,5875.0,,0
Beta Persei,70665.0,6169.0,,0
Beta Procolobus,32601.0,40728.0,,0
Beta Sarcophilus,-51430.0,-11019.0,,0
Beta Siegea,-36173.0,46364.0,,0
Beta Troano,-42923.0,40132.0,,0
Beta Ul Quoma,-60744.0,8182.0,,0
Beta Viverra,56041.0,13043.0,,0
Beta Weeper,66113.0,-23038.0,,0
Beta Wonde,-55701.0,-22052.0,,0
Bradoc,67534.0,3008.0,,0
Breh'Inni,7500.0,725.0,junk_pirates,11
Breya,30332.0,36175.0,,0
Buzhang Ku,-55569.0,-13374.0,,0
Caeli,-36625.0,-44030.0,uaf,8
Calcari,-17200.0,-2200.0,apocrita_association,11
Canaan,-15500.0,-8600.0,luddic_church,12
Canis,9500.0,-600.0,pirates,7
Capella,1600.0,-16500.0,,0
Capricorni,22713.0,24573.0,,0
Carina,-8500.0,-17000.0,navarchy_of_tania,18
Ceramix,61019.0,23101.0,,0
Char,-47500.0,10500.0,,0
Chu,34182.0,36263.0,,0
Circumfix,-68000.0,27000.0,,0
Cluster Prime,-36000.0,16000.0,xhanempire,23
Convoumia,15292.0,17673.0,,0
Corona Australis,-15200.0,-2700.0,,0
Corsica,200.0,4600.0,interstellarimperium,5
Corvus,400.0,-9400.0,hegemony,6
Cyann,-12305.0,-29985.0,,0
DWR43,11387.0,-34421.0,aEP_FSF,9
Danu,4000.0,4900.0,ix_trinity,17
Deep Space,-86742.0,12563.0,,0
Deep Space#2,-85686.0,-55643.1,,0
Delta Alexiar,-18846.0,46098.0,,0
Delta Belicho,-50510.0,17857.0,,0
Delta Brigador,37639.0,27783.0,,0
Delta Cygni,22684.0,20426.0,independent,3
Delta Darwin,38587.0,38382.0,,0
Delta Didelphis,50871.0,-17010.0,,0
Delta Dryomys,-31265.0,-11444.0,ix_battlegroup,3
Delta Echinops,53826.0,-30102.0,,0
Delta Erythrocebus,20766.0,11363.0,al_ars,3
Delta Giraud,9091.5,-40396.5,,0
Delta Golgotha,-70434.0,14376.0,,0
Delta Kiten,75024.0,-14677.0,,0
Delta Mayailurus,-67050.0,-9206.0,,0
Delta Mazu,-54874.0,35150.0,,0
Delta Muntiacus,-34600.0,22214.0,,0
Delta Newton,-19987.0,-23095.0,nex_derelict,3
Delta Procolobus,26817.0,36889.0,,0
Delta Ramachandran,-8522.0,-32833.0,,0
Delta Shistriel,-18751.0,25348.0,,0
Delta Siegea,-28892.0,42609.0,rat_exotech,4
Delta Site,-52000.0,-37000.0,,0
Delta Sonora,60348.0,4771.0,,0
Delta Ul Quoma,-57704.0,4798.0,,0
Delta Weeper,67483.0,-20178.0,,0
Delta Wonde,-48280.0,-26399.0,,0
Dieman,16000.0,-2000.0,brighton,14
Dierites,5707.0,21607.0,cinis_of_crusaders,3
Dogstar,-5000.0,-7500.0,JYD,19
Dory,74834.0,44166.0,,0
Drotin,12000.0,-49000.0,eupruskan_oath,9
Durius,21472.0,6646.0,,0
Duzahk,-2300.0,-7950.0,,0
Elysia,2150.0,31940.0,,0
Empyrean,-2400.0,-19000.0,vic,21
Enigma,10000.0,4000.0,valkyrian,17
Eos Exodus,-12700.0,-11400.0,luddic_church,12
Eotienses,-21496.0,44230.0,,0
Epsilon Belicho,-47447.0,30295.0,,0
Epsilon Didelphis,52231.0,-13452.0,,0
Epsilon Dryomys,-37188.0,-6195.0,,0
Epsilon Erythrocebus,23446.0,10914.0,,0
Epsilon Giraud,8442.3,-36722.1,,0
Epsilon Gobi,39705.0,-21426.0,,0
Epsilon Golgotha,-70596.0,3491.0,,0
Epsilon Muntiacus,-32998.0,26298.0,,0
Epsilon Nandinia,50511.0,-370.0,,0
Epsilon Newton,-24452.0,-24244.0,,0
Epsilon Shistriel,-21781.0,30428.0,,0
Epsilon Ul Quoma,-56519.0,11349.0,,0
Espoz,17000.0,-15000.0,independent,5
Essex,28500.0,34000.0,,0
Eternal Vigil,-85335.2,-27705.1,,0
Euclid,3000.0,7000.0,fringe_defence_syndicate,5
Ex Vis,-18500.0,5800.0,interstellarimperium,6
Exeter,26000.0,28000.0,,0
Forculus,67113.0,19821.0,,0
Gaap,72809.0,15651.0,,0
Galatia,2850.0,-11550.0,independent,10
Gallus,-24000.0,-22000.0,fang,4
Gamlin,-16200.0,-13000.0,pirates,8
Gamma Conflux,-35248.0,6448.0,,0
Gamma Cygni,26534.0,21769.0,luddic_path,3
Gamma Darwin,41518.0,42932.0,,0
Gamma Didelphis,52706.0,-9107.0,,0
Gamma Dryomys,-39852.0,-7313.0,,0
Gamma Echinops,58450.0,-37276.0,,0
Gamma Erythrocebus,24233.0,7551.0,,0
Gamma Giraud,7002.0,-35712.5,,0
Gamma Gobi,37932.0,-25576.0,,0
Gamma Golgotha,-69653.0,9192.0,,0
Gamma Kiten,72448.0,-4504.0,,0
Gamma Lavoisier,-65381.0,-23437.0,,0
Gamma Nandinia,50403.0,8099.0,,0
Gamma Paititi,68105.0,-38132.0,,0
Gamma Sonora,57465.0,1473.0,,0
Gamma Troano,-46575.0,43217.0,,0
Gamma Urotrichus,58275.0,24049.0,,0
Gamma Wonde,-47298.0,-28947.0,,0
Gehenna,1800.0,-21700.0,pirates,8
Gigas,-6500.0,-1550.0,shadow_industry,5
Gingolx,39666.0,24345.0,,0
Glance,-36989.0,34785.0,,0
Gneiss,18000.0,-18600.0,blackrock_driveyards,6
Godunov,-15500.0,6000.0,ORA,12
Grendusa,-17320.0,40629.0,,0
Grin,12400.0,54400.0,,0
Groom,-21000.0,4000.0,pirates,5
Haelim,2000.0,12200.0,ocua,13
Hazard,-20000.0,-20000.0,HMI,9
Hejaz,-16500.0,-1800.0,,0
Helheim,-50000.0,0.0,,0
Heng,4350.0,-20240.0,aEP_FSF,11
Hera,-19651.0,21567.0,,0
Hubris,-10300.0,-42500.0,,0
Hul,39263.0,-32802.0,,0
Hybrasil,-200.0,400.0,tritachyon,17
Hypatia,7000.0,8000.0,fringe_defence_syndicate,7
Intrusion,580.0,-17370.0,HSI,15
Ishkur,-50782.0,22595.0,,0
Isirah,-14900.0,-4400.0,persean,4
Ittir,-2700.0,-22000.0,luddic_church,6
Jardovici,-28565.0,-28732.0,,0
Jigoku,-28784.0,27163.0,,0
Joy,-14000.0,11000.0,pirates,9
Kamikaze,-21500.0,-25000.0,pirates,8
Karanan,-76335.0,16770.0,,0
Karic,-3414.2,31598.8,independent,11
Kepheus,41105.0,-19368.0,,0
Khamn,-5914.2,33741.4,magellan_protectorate,16
Kiska,-24800.0,-13900.0,roider,4
Kista,-52142.0,14704.0,,0
Kiztac,-76000.0,37500.0,HIVER,24
Kokojina,76892.0,-10045.0,,0
Koltsevaya,-15500.0,16500.0,kyeltziv,19
Kostroma,-12800.0,-7350.0,pirates,6
Kuma,72613.0,10274.0,,0
Kumari Kandam,-11800.0,-4600.0,luddic_path,5
LV-010,11430.0,-26836.0,,0
Lamdor,3650.0,-22480.0,independent,4
Lethia,-42000.0,-31000.0,independent,7
Light of Maya,-18000.0,-26000.0,,0
Limbo,-79700.0,-49900.0,,0
Lost Requiem,6207.0,-48928.0,,0
Magec,-7200.0,-10700.0,tritachyon,13
Malachite,-20000.0,8500.0,ORA,9
Mamitu,70886.0,-20650.0,,0
Manchester,26000.0,32000.0,,0
Mangindusa,8831.0,23074.8,luddic_path,3
Martinique,-19150.0,-15700.0,dassault_mikoyan,5
Mayasura,-6000.0,-200.0,mayasura,5
Mehet,41332.0,11124.0,,0
Mel Texat,54615.0,-3099.0,,0
Mercy,-28000.0,-23000.0,luddic_church,5
Merga Wraith,55000.0,-35000.0,,0
Mia's Star,-32600.0,2500.0,sotf_dustkeepers,3
Minarii,28252.0,40824.0,,0
Mirage,4000.0,-18000.0,hegemony,7
Moloch,-66124.0,-6714.0,,0
Morum,39785.0,-12053.0,,0
Muspelheim,-24000.0,700.0,dpl_phase_lab,21
Mustafar III,-30035.0,13130.0,,0
Mwamba,-33925.0,43905.0,,0
Myrkheim,46384.0,1679.0,,0
Naraka,11000.0,-7500.0,hegemony,11
Nastrond,-65332.0,10199.0,,0
Neali,10278.0,17851.0,,0
Nemvis,12000.0,5500.0,xlu,17
New Azov,18465.0,23776.0,,0
New Conclave,68448.0,-41755.0,,0
Nikolaev,-7000.0,-19000.0,dassault_mikoyan,11
Nix,-89300.0,-56100.0,,0
Notus,53359.0,12295.0,,0
Nova Cydonia,55980.0,29898.0,,0
Nuakea,64551.0,-37244.0,,0
O Toka,23548.0,-36533.0,,0
Obsidian,-27000.0,-27000.0,tritachyon,4
Octavia VIII,-9500.0,13500.0,star_federation,12
Old Milix,73179.0,20796.0,,0
Optimal,7554.7,17233.3,adversary,24
Opuntia,-31000.0,-20000.0,HMI,5
Osmium,15000.0,-2000.0,MVS,11
Ounalashka,-20000.0,-14500.0,pirates,3
Outer Terminus,29000.0,-5000.0,diableavionics,12
Pailsen Secundus,-7984.8,31313.5,pirates,5
Pailsen Tertius,-3914.2,37026.7,,0
Pailsen's Rose,-4056.8,35169.3,,0
Paltan,-24300.0,-7100.0,unitedpamed,10
Pantheon,18000.0,-1500.0,EridaniCombine,20
Parasoja,-38215.0,29595.0,,0
Paresa,22501.1,22518.5,,0
Pascal,-20000.0,17600.0,nightcross,5
Pelenu Laukas,-12500.0,-14500.0,tritachyon,5
Pelin,-46857.0,23229.0,,0
Penelope's Star,-9500.0,-14500.0,,0
Peneng Wa,58128.0,-25892.0,,0
Pengersick,5000.0,7500.0,CFT,19
Perseus NM 2231+9CB,-28388.2,-56651.2,,0
Phosmon,8500.0,4200.0,xlu,11
Phylum,-28000.0,-10000.0,fang,17
Pleroma,-15900.0,-48000.0,,0
Poseidon,17451.0,-42466.0,,0
Prester John,-10000.0,-27000.0,draco,11
Privoro,-6694.0,-37771.0,,0
Putama,40167.0,-40454.0,,0
Pythagoras,10000.0,12000.0,pirates,4
Qliphoth,-16500.0,-43500.0,sephira_conclave,4
Rakapila,37745.0,21216.0,,0
Rama,11500.0,-16000.0,hegemony,5
Ranau,-33536.0,4757.0,,0
Ratri,38751.0,8185.0,,0
Regeinland,-37500.0,-19500.0,,0
Resting Place,-86332.9,-32543.6,,0
Rhea,-50808.0,-23222.0,,0
Rionnagmor,-5500.0,-19000.0,orks,16
Rizdet,-77500.0,38500.0,HIVER,22
Rodentia Petram,74217.3,34363.9,,0
Rohini,18416.0,-39724.0,,0
Royce,23000.0,-17000.0,vri,15
Ru Shun,73706.0,-9742.0,,0
Rubicon,-28000.0,-4500.0,tahlan_legioinfernalis,17
Samarra,4800.0,-14250.0,hegemony,16
Saurisan,-26826.0,38635.0,,0
Scarborough,-20500.0,-5500.0,LLI,15
Serpens,-5800.0,-16000.0,apex_design,3
Sessine,-290.6,-39045.4,,0
Seychelle,-20792.0,47953.0,,0
Sionesta,-11217.0,-36792.0,,0
Sitnalta,-7872.0,-3984.8,,0
Sol,-57904.0,-34049.9,,0
Soontill,37533.0,-36192.0,,0
Spindle,22000.0,-14000.0,,0
Styx,20507.6,-19249.0,,0
Tabitha,46000.0,50000.0,,0
Taivassija,-11000.0,-19400.0,Goat_Aviation_Bureau,11
Talitha,-24248.0,36089.0,,0
Terminus,57788.0,-32638.0,,0
The Luna Sea,54500.0,-42100.0,,0
Thracia,-7200.0,6600.0,interstellarimperium,11
Thule,-10600.0,-1200.0,persean,7
Tia,6300.0,-1600.0,,0
Tyle,-19100.0,-2700.0,persean,11
Uelyst,22000.0,-20000.0,vri,14
Ukossa,-47084.0,26750.0,,0
Unknown Location,4000.0,2500.0,,0
Unknown Location#2,9000.0,40000.0,,0
Unknown Location (Hiroc),-2640.0,-16750.0,,0
Unknown Site,-11204.6,-55587.7,,0
Ursulo,-6800.0,7700.0,syndicate_asp,10
Uruk,43177.0,-36572.0,,0
Uvas,-68000.0,41000.0,,0
Uzumoxii,53500.0,-42375.0,,0
Valefar,-59235.0,33944.0,,0
Valhalla,400.0,-3300.0,hegemony,10
Valis,-10000.0,9000.0,ORA,12
Vanadium,12700.0,-800.0,independent,5
Vela,-6275.0,-13800.0,apex_design,20
Veneri,-21577.9,20387.2,,0
Voidbreak,-85000.0,-500.0,,0
Volkova,-17597.0,-19954.0,kesteven,3
Vortex,-7651.0,18321.0,,0
Warmunadoc,41494.0,5880.0,,0
Westernesse,-13900.0,1600.0,persean,10
Widow's Light,8341.0,27326.0,nex_derelict,3
XJ-471A,75200.0,41400.0,,0
Yabazimua,63790.0,41413.0,,0
Yajna,-3600.0,-200.0,shadow_industry,9
Yma,3300.0,-500.0,Eridani,8
Ynadar Prime,26000.0,-6500.0,ynadar,16
York,23000.0,29000.0,,0
Yoru,21780.2,9243.4,,0
Zagan,-3900.0,3200.0,persean,12
Zarmazd,4250.0,-23000.0,independent,5
Zesketet,-75000.0,35000.0,HIVER,36
Zeta Didelphis,54224.0,-16704.0,,0
Zeta Giraud,2350.4,-42450.0,,0
Zeta Golgotha,-72099.0,18608.0,,0
Zeta Newton,-24868.0,-29888.0,,0
Zeta Procolobus,30684.0,38608.0,,0
Zeta Ul Quoma,-61348.0,12201.0,,0
Zohar,-11150.0,-44250.0,,0
Zorya,11300.0,4600.0,ix_battlegroup,25
gs_arena_system,-14000.0,5000.0,gladiator,7
vigil,-41517.0,-22061.0,,0
